_Id,_UserId,_Name,_Date,_Class,_TagBased
72,130,Autobiographer,2016-01-12T23:53:37.053,3,False
73,12,Autobiographer,2016-01-12T23:53:37.053,3,False
75,127,Autobiographer,2016-01-12T23:53:37.053,3,False
80,134,Autobiographer,2016-01-13T00:29:03.237,3,False
87,143,Autobiographer,2016-01-13T01:19:39.837,3,False
89,145,Autobiographer,2016-01-13T01:34:39.853,3,False
91,148,Autobiographer,2016-01-13T01:49:39.810,3,False
94,147,Autobiographer,2016-01-13T02:20:43.663,3,False
97,158,Autobiographer,2016-01-13T04:25:03.700,3,False
100,98,Autobiographer,2016-01-13T05:00:16.223,3,False
102,163,Autobiographer,2016-01-13T05:49:58.227,3,False
105,87,Autobiographer,2016-01-13T06:57:57.943,3,False
107,167,Autobiographer,2016-01-13T07:30:31.570,3,False
113,176,Autobiographer,2016-01-13T09:22:06.330,3,False
114,177,Autobiographer,2016-01-13T09:42:25.823,3,False
118,169,Autobiographer,2016-01-13T10:28:20.807,3,False
119,116,Autobiographer,2016-01-13T11:18:38.080,3,False
120,156,Autobiographer,2016-01-13T12:56:53.860,3,False
122,138,Autobiographer,2016-01-13T13:29:29.090,3,False
124,115,Autobiographer,2016-01-13T14:03:43.273,3,False
125,75,Autobiographer,2016-01-13T14:03:43.273,3,False
131,52,Autobiographer,2016-01-13T15:16:14.087,3,False
143,58,Autobiographer,2016-01-13T17:13:41.480,3,False
146,131,Autobiographer,2016-01-13T17:59:46.537,3,False
150,40,Autobiographer,2016-01-13T20:00:35.553,3,False
154,5,Autobiographer,2016-01-13T21:30:16.420,3,False
155,219,Autobiographer,2016-01-13T23:11:49.053,3,False
161,224,Autobiographer,2016-01-14T06:17:38.203,3,False
163,226,Autobiographer,2016-01-14T06:35:06.090,3,False
167,168,Autobiographer,2016-01-14T12:13:19.050,3,False
168,230,Autobiographer,2016-01-14T12:50:27.577,3,False
169,214,Autobiographer,2016-01-14T13:21:22.570,3,False
177,234,Autobiographer,2016-01-14T15:31:45.940,3,False
181,48,Autobiographer,2016-01-15T01:41:36.980,3,False
185,244,Autobiographer,2016-01-15T08:51:38.823,3,False
188,118,Autobiographer,2016-01-15T13:47:43.370,3,False
191,70,Autobiographer,2016-01-18T15:51:33.243,3,False
193,233,Autobiographer,2016-01-18T20:09:16.133,3,False
198,19,Autobiographer,2016-01-20T13:32:25.663,3,False
199,37,Autobiographer,2016-01-20T16:17:24.640,3,False
200,298,Autobiographer,2016-01-20T17:23:03.233,3,False
205,254,Autobiographer,2016-01-21T05:15:29.063,3,False
206,160,Autobiographer,2016-01-21T16:55:24.890,3,False
209,295,Autobiographer,2016-01-21T22:23:54.227,3,False
210,44,Autobiographer,2016-01-22T19:01:53.640,3,False
211,320,Autobiographer,2016-01-24T22:32:35.407,3,False
215,301,Autobiographer,2016-01-27T02:00:02.567,3,False
217,336,Autobiographer,2016-01-28T03:55:08.480,3,False
218,150,Autobiographer,2016-01-28T04:28:11.570,3,False
219,334,Autobiographer,2016-01-28T09:14:04.293,3,False
224,29,Autobiographer,2016-01-28T17:47:08.217,3,False
226,28,Autobiographer,2016-01-28T20:23:43.607,3,False
230,342,Autobiographer,2016-01-30T17:33:58.577,3,False
